dim,hidden_mult,activation,dtype,fp8,class,device,measurement,value
1024,4,relu2,float32,False,GatedMLP,mps,Backward Time (ms),4.40455419884529
1024,4,relu2,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.0800124999368563
1024,4,relu2,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.750725000281818
1024,4,relu2,float16,False,GatedMLP,mps,Forward Time (ms),2.618712499679532
1024,4,relu2,float16,False,GatedMLP,mps,Backward Time (ms),4.225158400367945
1024,4,relu2,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.4317957999301143
1024,4,relu2,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.9178709004772827
1024,4,relu2,bfloat16,False,GatedMLP,mps,Forward Time (ms),4.125995900540147
1024,4,relu2,bfloat16,False,GatedMLP,mps,Backward Time (ms),6.792058299470227
1024,4,relu2,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),4.164024999772664
1024,4,relu2,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),7.468962500570342
1024,4,silu,float32,False,GatedMLP,mps,Forward Time (ms),3.0445832991972566
1024,4,silu,float32,False,GatedMLP,mps,Backward Time (ms),5.310395800916012
1024,4,silu,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.7249457998550497
1024,4,silu,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),5.6923458992969245
1024,4,silu,float16,False,GatedMLP,mps,Forward Time (ms),3.401845799817238
1024,4,silu,float16,False,GatedMLP,mps,Backward Time (ms),6.6157833993202075
1024,4,silu,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),3.100833299686201
1024,4,silu,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),5.407658300828189
1024,4,silu,bfloat16,False,GatedMLP,mps,Forward Time (ms),5.910441699961666
1024,4,silu,bfloat16,False,GatedMLP,mps,Backward Time (ms),9.847349999472499
1024,4,silu,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),5.233458300062921
1024,4,silu,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),8.63635840069037
1024,8,relu,float32,False,GatedMLP,mps,Forward Time (ms),5.672616700758226
1024,8,relu,float32,False,GatedMLP,mps,Backward Time (ms),12.232404100359417
1024,8,relu,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),6.052079099754337
1024,8,relu,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),12.374987600196619
1024,8,relu,float16,False,GatedMLP,mps,Forward Time (ms),6.893120901077054
1024,8,relu,float16,False,GatedMLP,mps,Backward Time (ms),11.770095798419788
1024,8,relu,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),6.063129199901596
1024,8,relu,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),13.667750000604428
1024,8,relu,bfloat16,False,GatedMLP,mps,Forward Time (ms),12.266700000327546
1024,8,relu,bfloat16,False,GatedMLP,mps,Backward Time (ms),18.679249999695458
1024,8,relu,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),9.784699999727309
1024,8,relu,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),18.007875001057982
1024,8,relu2,float32,False,GatedMLP,mps,Forward Time (ms),6.432925000262912
1024,8,relu2,float32,False,GatedMLP,mps,Backward Time (ms),13.464099999691825
1024,8,relu2,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),6.344508299662266
1024,8,relu2,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),11.49047920043813
1024,8,relu2,float16,False,GatedMLP,mps,Forward Time (ms),7.197295800142456
1024,8,relu2,float16,False,GatedMLP,mps,Backward Time (ms),12.552920899179298
1024,8,relu2,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),5.7623083994258195
1024,8,relu2,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),11.287704099959228
1024,8,relu2,bfloat16,False,GatedMLP,mps,Forward Time (ms),12.200399998982903
1024,8,relu2,bfloat16,False,GatedMLP,mps,Backward Time (ms),18.99079170107143
1024,8,relu2,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),9.925145799934398
